timestamp,attack_type,description,payload,contract_type,result,http_status,response_body
2025-10-12T16:50:57.714945,SQLi,Classic Tautology,' OR 1=1--,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:57.720617,SQLi,Classic Tautology,' OR 1=1--,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:57.826822,SQLi,UNION Statement,"UNION SELECT user, password FROM users",Weak Contract,ALLOWED,200,"{""pattern_name"": ""SQLi Union"", ""status"": ""pattern_received""}"
2025-10-12T16:50:57.828819,SQLi,UNION Statement,"UNION SELECT user, password FROM users",Strict Contract,ALLOWED,200,"{""pattern_name"": ""SQLi Union"", ""status"": ""pattern_received""}"
2025-10-12T16:50:57.934510,SQLi,Stacked Query,'; DROP TABLE members;--,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:57.940342,SQLi,Stacked Query,'; DROP TABLE members;--,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:58.049225,XSS,Basic Script Tag,<script>alert('XSS')</script>,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Basic XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.056691,XSS,Basic Script Tag,<script>alert('XSS')</script>,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Basic XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.162134,XSS,Image OnError,<img src=x onerror=alert(document.cookie)>,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Img XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.168489,XSS,Image OnError,<img src=x onerror=alert(document.cookie)>,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Img XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.276141,Path Traversal,Parent Directory,../../etc/passwd,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.282531,Path Traversal,Parent Directory,../../etc/passwd,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.391631,Command Injection,Simple Pipe,| whoami,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:58.398323,Command Injection,Simple Pipe,| whoami,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:58.507872,Command Injection,Semicolon Separator,; ls -la /,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.514647,Command Injection,Semicolon Separator,; ls -la /,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:50:58.621568,SSRF,Localhost,http://localhost/admin,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:58.627915,SSRF,Localhost,http://localhost/admin,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:58.737020,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:50:58.743248,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
